run_id,seed,run,profile,arm,generated_frame_count,completed_frame_count,incomplete_frame_count,deadline_miss_count,all_generated_deadline_miss_rate,completed_frame_p99_us,deadline_censored_p99_us,deadline_censored_mean_us,sender_airtime_us,background_throughput_mbps,measured_secondary_airtime_us,action_count,max_deadline_miss_burst
d0c60a2e9bf3163c87af,1252,1,af41_vi_all_vi,distributional_shadow_t2,1800,1800,0,0,0.0,9973.829999999998,9973.829999999998,2386.2238888888887,4193700.0,26.98016,501654.8,187,0
350e10916cc32d299bf2,1252,1,af41_vi_all_vi,score_aware_t2_v2,1800,1800,0,0,0.0,10164.299999999997,10164.299999999997,2400.5627777777777,4015989.0,26.98096,344661.6,133,0
ebcf2a76d7564b0833f4,1252,1,af41_vi_all_vi,str_mlo,1800,1792,8,8,0.0044444444444444444,11351.579999999978,15863.929999999995,2714.351111111111,3933032.0,25.89568,0.0,0,2
3cd468ad5fdb81db8652,1252,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,7399.1,7399.1,2026.0027777777777,3905352.0,26.98896,392516.8,175,0
48d541d2a45c9e416444,1252,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,7399.1,7399.1,2027.1255555555556,3586406.0,26.98816,118282.8,51,0
9abf6678210ffcdfe39c,1252,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,6354.48,6354.48,2148.275,3917923.0,26.98672,0.0,0,0
12494abf8873e115475e,1252,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,6859.759999999999,6859.759999999999,2047.101111111111,3917327.0,26.9848,389760.8,176,0
2f3fed4f33fb726f7319,1252,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,6859.759999999999,6859.759999999999,2049.606111111111,3648698.0,26.9848,158823.2,70,0
9d750fe965c9ddb96016,1252,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,6099.53,6099.53,2161.6188888888887,3912214.0,26.98752,0.0,0,0
0c0ccb8f1274d942af5f,1252,1,be_be,distributional_shadow_t2,1800,1800,0,0,0.0,9432.419999999998,9432.419999999998,2361.718888888889,4036707.0,26.9816,525952.4,175,0
546db68460c1794a7537,1252,1,be_be,score_aware_t2_v2,1800,1800,0,0,0.0,10860.129999999997,10860.129999999997,2426.278333333333,3558709.0,26.97952,54946.0,19,0
94ea0f368c7f6495dd46,1252,1,be_be,str_mlo,1800,1793,7,7,0.0038888888888888888,18030.919999999976,24008.339999999997,3355.592222222222,3932512.0,26.98848,0.0,0,1
29f527d1e809d5784c88,1253,1,af41_vi_all_vi,distributional_shadow_t2,1800,1800,0,0,0.0,14557.369999999997,14557.369999999997,3124.478888888889,4995668.0,26.10368,390394.8,187,0
a97c8f2289c349e1840b,1253,1,af41_vi_all_vi,score_aware_t2_v2,1800,1800,0,0,0.0,13977.829999999994,13977.829999999994,3095.2361111111113,4992454.0,26.10656,383554.8,200,0
2ad6aa650a7a3d4d3d0b,1253,1,af41_vi_all_vi,str_mlo,1800,1800,0,0,0.0,10160.59,10160.59,2827.237222222222,4340258.0,26.1,0.0,0,0
5aad66254200fb71d188,1253,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,10596.099999999999,10596.099999999999,2550.61,4559141.0,26.1088,324175.6,183,0
b39f410374746862252f,1253,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,10603.029999999999,10603.029999999999,2548.266666666667,4561192.0,26.1088,323362.8,192,0
e8564eed1842b92314c1,1253,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,5991.829999999999,5991.829999999999,2225.873888888889,4018395.0,26.10928,0.0,0,0
d95fe98221255aef25f9,1253,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,8907.249999999998,8907.249999999998,2574.77,4568675.0,26.1088,318317.2,184,0
1f5a08fe9813b6397d24,1253,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,9003.08,9003.08,2576.3105555555558,4598507.0,26.1088,344449.6,193,0
52483272b94ed1c2b29c,1253,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,6454.809999999998,6454.809999999998,2264.0716666666667,4040427.0,26.10944,0.0,0,0
980d4a926fb93ff55e56,1253,1,be_be,distributional_shadow_t2,1800,1776,24,24,0.013333333333333334,24823.75,33333.0,5163.1,5785764.0,26.10688,326256.8,187,2
9101b0560fc56505cbec,1253,1,be_be,score_aware_t2_v2,1800,1782,18,18,0.01,22081.41000000004,32442.98999999999,4857.069444444444,5828764.0,26.10688,368838.4,210,1
e997b5620cd2295bb55a,1253,1,be_be,str_mlo,1800,1784,16,16,0.008888888888888889,21507.220000000005,28387.64,4197.7988888888885,4527754.0,26.10992,0.0,0,2
8420d1ef1fddf4a596dd,1254,1,af41_vi_all_vi,distributional_shadow_t2,1800,1800,0,0,0.0,12245.88,12245.88,2550.31,4248476.0,27.51184,417991.6,187,0
e234cfa3afde6dbe14f5,1254,1,af41_vi_all_vi,score_aware_t2_v2,1800,1800,0,0,0.0,10769.509999999997,10769.509999999997,2527.305,4206622.0,27.51216,380807.6,176,0
6fe879e235e8a884b4d2,1254,1,af41_vi_all_vi,str_mlo,1800,1798,2,2,0.0011111111111111111,10648.489999999987,11175.279999999995,2482.213888888889,3757988.0,27.5112,0.0,0,1
89259e2a9a4dd15f144d,1254,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,7635.28,7635.28,2152.6455555555553,4026203.0,27.50752,356516.8,187,0
ff438f1f12ebd086dcfb,1254,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,7635.53,7635.53,2155.13,3830057.0,27.50752,190794.8,101,0
399c059bde11daf8c2e8,1254,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,5465.309999999999,5465.309999999999,2040.7594444444444,3760261.0,27.50656,0.0,0,0
5700e7ed709ae2eeb6a2,1254,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,7200.299999999999,7200.299999999999,2122.2694444444446,3979387.0,27.5056,352519.6,186,0
f41334d9f81d44b1812a,1254,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,7200.299999999999,7200.299999999999,2125.7094444444447,3791733.0,27.50512,194927.2,101,0
bb98cbb0cca6cddb6fa4,1254,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,5220.17,5220.17,2008.54,3703073.0,27.51264,0.0,0,0
eb02712ee17f3fc8d4d1,1254,1,be_be,distributional_shadow_t2,1800,1800,0,0,0.0,10993.64,10993.64,2551.1722222222224,4037499.0,27.50656,372477.6,184,0
65290c94e41f0a9dfab1,1254,1,be_be,score_aware_t2_v2,1800,1799,1,1,0.0005555555555555556,12217.399999999992,12645.059999999987,2679.5833333333335,3763646.0,27.50688,100334.4,45,1
0b62b226caf975d39d10,1254,1,be_be,str_mlo,1800,1800,0,0,0.0,11779.679999999998,11779.679999999998,2594.2922222222223,3592350.0,27.50736,0.0,0,0
955b2e9c85106dd9a949,1255,1,af41_vi_all_vi,distributional_shadow_t2,1800,1800,0,0,0.0,11201.089999999998,11201.089999999998,2872.9883333333332,4865313.0,26.57936,490778.4,187,0
d05b4ce698ba5d567de3,1255,1,af41_vi_all_vi,score_aware_t2_v2,1800,1800,0,0,0.0,11201.089999999998,11201.089999999998,2874.5716666666667,4737928.0,26.57984,379327.2,142,0
eae7d9aa7ba4f9dea44d,1255,1,af41_vi_all_vi,str_mlo,1800,1798,2,2,0.0011111111111111111,13225.219999999996,13535.63,2970.8855555555556,4378620.0,26.57152,0.0,0,1
813cb33e7fe229ebb547,1255,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,8487.130000000001,8487.130000000001,2456.693333333333,4484855.0,26.57936,400567.6,181,0
d6c9afa5e3f3fa1e6d2d,1255,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,8480.609999999999,8480.609999999999,2457.2844444444445,4369240.0,26.57904,301486.0,136,0
80310b5786355925d668,1255,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,6415.289999999999,6415.289999999999,2368.012777777778,4193399.0,26.58048,0.0,0,0
9a8eaa20b1bfdc79474f,1255,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,8199.3,8199.3,2484.2483333333334,4492154.0,26.5792,401412.4,178,0
809aef4264f54fc9d1df,1255,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,8166.699999999998,8166.699999999998,2483.7655555555557,4393315.0,26.5776,314959.2,144,0
3ba75325ba2ab7b19a3b,1255,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,6418.529999999999,6418.529999999999,2378.152222222222,4178806.0,26.58064,0.0,0,0
5e8f685a1409b81138d1,1255,1,be_be,distributional_shadow_t2,1800,1788,12,12,0.006666666666666667,17744.809999999878,22115.19,4454.509444444445,5519471.0,26.57984,527343.2,181,2
96b8279a8ef40739b100,1255,1,be_be,score_aware_t2_v2,1800,1787,13,13,0.007222222222222222,20513.19999999999,24137.439999999995,4577.359444444444,5362123.0,26.57856,370223.2,122,1
70b4d6e168ebf3d77be4,1255,1,be_be,str_mlo,1800,1783,17,17,0.009444444444444445,20053.280000000017,29593.949999999983,4603.908333333334,4752600.0,26.58032,0.0,0,2
7958a2932aa061c55f0b,1256,1,af41_vi_all_vi,distributional_shadow_t2,1800,1800,0,0,0.0,10181.929999999997,10181.929999999997,2397.6133333333332,4099218.0,25.1632,353848.8,187,0
536e94288deab5cc7511,1256,1,af41_vi_all_vi,score_aware_t2_v2,1800,1800,0,0,0.0,10373.050000000001,10373.050000000001,2412.6483333333335,3993215.0,25.1632,265539.2,140,0
2c4e0ace00c3e4d4cba0,1256,1,af41_vi_all_vi,str_mlo,1800,1799,1,1,0.0005555555555555556,8940.52,8966.54,2282.948888888889,3711465.0,23.22048,0.0,0,1
8b6267b2e72d64a98c4b,1256,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,7491.449999999998,7491.449999999998,2109.932222222222,3933772.0,27.31296,303649.6,179,0
1c61e551d29c9696259c,1256,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,7491.729999999998,7491.729999999998,2114.6355555555556,3763464.0,27.31296,162709.6,96,0
92a3d65b31892cb9b821,1256,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,5085.539999999999,5085.539999999999,1941.4161111111111,3613637.0,27.30944,0.0,0,0
e371fd3c4e2fffbd342f,1256,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,7116.299999999996,7116.299999999996,2129.225,3964523.0,27.31328,314486.0,181,0
01e33e82cab6c8a1ed00,1256,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,7641.28,7641.28,2136.501111111111,3792228.0,27.31344,170921.2,101,0
096695a3b733bd11bee2,1256,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,5153.259999999999,5153.259999999999,1961.42,3642744.0,27.31488,0.0,0,0
16373482ba214cd1710c,1256,1,be_be,distributional_shadow_t2,1800,1798,2,2,0.0011111111111111111,10452.399999999998,10627.439999999999,2638.35,4095161.0,27.30912,311479.2,185,1
97c9c51f1122b47c1842,1256,1,be_be,score_aware_t2_v2,1800,1797,3,3,0.0016666666666666668,13459.799999999996,13986.429999999998,2805.2233333333334,3938687.0,27.30992,154929.2,83,1
bda5bc49155b4a278607,1256,1,be_be,str_mlo,1800,1793,7,7,0.0038888888888888888,10860.319999999956,13154.119999999997,2478.4372222222223,3461491.0,27.31248,0.0,0,6
16afc6fd078b4f04001c,1257,1,af41_vi_all_vi,distributional_shadow_t2,1800,1799,1,1,0.0005555555555555556,10855.579999999998,10982.32,2839.5594444444446,4678023.0,26.73968,377154.0,187,1
f4a00f6914984d3b7ff0,1257,1,af41_vi_all_vi,score_aware_t2_v2,1800,1799,1,1,0.0005555555555555556,11017.579999999998,11196.129999999997,2843.806111111111,4655653.0,26.73984,360036.4,170,1
2eeb376afa67144a5beb,1257,1,af41_vi_all_vi,str_mlo,1800,1795,5,5,0.002777777777777778,11135.299999999988,12024.249999999995,2768.7344444444443,4127207.0,26.74016,0.0,0,1
4c395e7510964b0f2d31,1257,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,8239.23,8239.23,2421.9172222222223,4342064.0,26.74016,326625.6,182,0
6acbe8677afbef623ad8,1257,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,8213.39,8213.39,2421.342777777778,4223772.0,26.74016,228663.2,125,0
764db9a697ef3e04d2e3,1257,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,5879.769999999999,5879.769999999999,2177.6783333333333,3885788.0,26.73792,0.0,0,0
96548558f86630b0e9fa,1257,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,8390.9,8390.9,2441.19,4344095.0,26.74016,324096.8,183,0
361c064774c5d8ed568f,1257,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,8450.899999999998,8450.899999999998,2444.5455555555554,4258359.0,26.74016,253448.8,141,0
8ea909eebf26a15fa3a3,1257,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,5925.229999999999,5925.229999999999,2191.592222222222,3902764.0,26.73648,0.0,0,0
8a18ecb847be01df8212,1257,1,be_be,distributional_shadow_t2,1800,1789,11,11,0.006111111111111111,18988.479999999992,23865.549999999996,4180.243888888889,5254514.0,26.73584,342435.2,185,1
bb0fb0d65f762567adc7,1257,1,be_be,score_aware_t2_v2,1800,1788,12,12,0.006666666666666667,19266.260000000002,25292.279999999988,4243.211111111111,5250062.0,26.73504,338173.6,176,1
320d93302b80d2ab20e2,1257,1,be_be,str_mlo,1800,1782,18,18,0.01,20831.74000000002,33120.149999999994,3855.8116666666665,4183718.0,26.73936,0.0,0,1
a464b38516ae6dec6b03,1258,1,af41_vi_all_vi,distributional_shadow_t2,1800,1798,2,2,0.0011111111111111111,14166.949999999995,14528.379999999997,3065.6422222222222,4877475.0,27.116,464096.4,187,1
287c8ad3719434ff9cfe,1258,1,af41_vi_all_vi,score_aware_t2_v2,1800,1798,2,2,0.0011111111111111111,13036.399999999994,14163.729999999998,3031.037222222222,4783934.0,26.0752,380409.2,162,1
fb5d38eb5426198042f4,1258,1,af41_vi_all_vi,str_mlo,1800,1798,2,2,0.0011111111111111111,13634.919999999993,13926.16,2997.0305555555556,4374878.0,27.11264,0.0,0,1
14df2bc482f47d4d2feb,1258,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,9881.669999999998,9881.669999999998,2478.7255555555557,4506653.0,27.11376,401825.6,186,0
3b99f09e751b2326ea91,1258,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,9908.399999999998,9908.399999999998,2477.565,4458842.0,27.11424,358742.0,172,0
23b2ed3f1d07f8486519,1258,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,6509.15,6509.15,2281.5833333333335,4097986.0,27.11744,0.0,0,0
b196d7f0466dca1b03d3,1258,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,10515.22,10515.22,2513.6227777777776,4505186.0,27.11808,394084.4,186,0
7ff5b10a3d59083abf5f,1258,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,10531.199999999999,10531.199999999999,2512.1566666666668,4442084.0,27.1192,340438.0,160,0
70d587c496eeedda433e,1258,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,6813.139999999999,6813.139999999999,2345.8922222222222,4179601.0,27.11808,0.0,0,0
a45a15ac0eef2e3f5990,1258,1,be_be,distributional_shadow_t2,1800,1786,14,14,0.0077777777777777776,21888.750000000044,30121.069999999992,4390.421111111111,5404614.0,27.11184,454902.8,187,4
6700f98c791a68e495e5,1258,1,be_be,score_aware_t2_v2,1800,1785,15,15,0.008333333333333333,21176.64000000006,31185.229999999996,4398.491111111111,5327832.0,27.11296,379070.4,158,4
909473371d186f31be79,1258,1,be_be,str_mlo,1800,1789,11,11,0.006111111111111111,22039.96,25464.86999999999,4233.952222222222,4472875.0,27.11536,0.0,0,3
74eef3ee00ac1a99b05d,1259,1,af41_vi_all_vi,distributional_shadow_t2,1800,1800,0,0,0.0,8765.32,8765.32,2085.1827777777776,3861903.0,26.86544,490012.8,185,0
1644f53f354e8bfde211,1259,1,af41_vi_all_vi,score_aware_t2_v2,1800,1800,0,0,0.0,9236.939999999999,9236.939999999999,2108.7677777777776,3512219.0,26.864,183696.0,70,0
4a978ab05ec92cb153a7,1259,1,af41_vi_all_vi,str_mlo,1800,1794,6,6,0.0033333333333333335,12595.179999999982,14038.899999999996,2443.0427777777777,3650783.0,26.85936,0.0,0,2
1abd560de01e14d9fd67,1259,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,6529.099999999999,6529.099999999999,1850.6316666666667,3448244.0,26.86208,214796.0,101,0
19138bd85ea15e387f7d,1259,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,6539.04,6539.04,1856.3072222222222,3244462.0,26.85952,40610.0,18,0
2a5af7c50f8405d7781a,1259,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,5490.07,5490.07,1960.8855555555556,3632188.0,26.86544,0.0,0,0
2c49fa9cec0b3305b9ef,1259,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,7004.079999999999,7004.079999999999,1871.286111111111,3486732.0,26.86496,239787.2,110,0
43590b9be51bce3c6124,1259,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,7004.079999999999,7004.079999999999,1873.7944444444445,3261711.0,26.86608,46264.4,22,0
8169bb3a5d5cdc3a52bb,1259,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,5692.789999999999,5692.789999999999,2013.775,3692815.0,26.868,0.0,0,0
b3485d0c0c65a3c3f659,1259,1,be_be,distributional_shadow_t2,1800,1800,0,0,0.0,7986.8499999999985,7986.8499999999985,1993.685,3537650.0,26.86192,376090.4,133,0
cfb77d820371df81a41e,1259,1,be_be,score_aware_t2_v2,1800,1800,0,0,0.0,8265.099999999999,8265.099999999999,2017.3983333333333,3156474.0,26.86048,0.0,0,0
0838a75c9028e7ca172c,1259,1,be_be,str_mlo,1800,1792,8,8,0.0044444444444444444,17668.38999999997,19441.15999999999,2973.8205555555555,3616063.0,26.86592,0.0,0,1
9c97b4887e880efbc7d8,1260,1,af41_vi_all_vi,distributional_shadow_t2,1800,1800,0,0,0.0,10831.3,10831.3,2985.821111111111,4861832.0,24.94736,355860.4,187,0
6f16328e21bb23f5e943,1260,1,af41_vi_all_vi,score_aware_t2_v2,1800,1800,0,0,0.0,10831.13,10831.13,2959.9538888888887,4887577.0,24.94832,375725.2,205,0
1a26b641cd952e406d4b,1260,1,af41_vi_all_vi,str_mlo,1800,1799,1,1,0.0005555555555555556,9899.239999999998,10010.239999999998,2730.1911111111112,4264885.0,24.9528,0.0,0,1
7c784023e6acc3118f47,1260,1,af41_vi_be,distributional_shadow_t2,1800,1800,0,0,0.0,8410.009999999998,8410.009999999998,2510.298333333333,4490499.0,26.31648,307702.0,183,0
a4ebdcda51ca46894663,1260,1,af41_vi_be,score_aware_t2_v2,1800,1800,0,0,0.0,8461.18,8461.18,2508.6277777777777,4489835.0,26.3176,309236.0,176,0
0623b5639458f3adccec,1260,1,af41_vi_be,str_mlo,1800,1800,0,0,0.0,6212.599999999999,6212.599999999999,2206.4594444444447,3981492.0,26.31904,0.0,0,0
9e92656d22676acb764a,1260,1,af41_vi_one_vi_per_channel,distributional_shadow_t2,1800,1800,0,0,0.0,9295.33,9295.33,2559.133333333333,4542658.0,26.31824,312106.8,182,0
fbe8707056897d76fbed,1260,1,af41_vi_one_vi_per_channel,score_aware_t2_v2,1800,1800,0,0,0.0,9295.24,9295.24,2556.5816666666665,4547430.0,26.31712,315546.0,186,0
ca7a0221b5f65f2f2a0b,1260,1,af41_vi_one_vi_per_channel,str_mlo,1800,1800,0,0,0.0,6580.33,6580.33,2206.927222222222,3990153.0,26.32128,0.0,0,0
c6ce29daa0a5fc0a02e3,1260,1,be_be,distributional_shadow_t2,1800,1783,17,17,0.009444444444444445,22463.700000000015,32335.51,4960.105555555556,5689261.0,26.31696,323498.0,187,1
91d5e73a7237118b6fb5,1260,1,be_be,score_aware_t2_v2,1800,1786,14,14,0.0077777777777777776,21360.000000000007,29000.809999999998,4786.298333333333,5733586.0,26.31696,367671.6,210,1
de02ef845fa9b0538cc1,1260,1,be_be,str_mlo,1800,1791,9,9,0.005,23287.699999999997,25906.579999999998,4053.1233333333334,4458493.0,26.31968,0.0,0,1
